Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoSuite1_1,Chrome 68.0.3440.106,,2018-08-27 21:06:08,2018-08-27 21:06:30,21.341s,FAILED
,,,,,,
Test Cases/DemoTest/Login,Chrome 68.0.3440.106,,2018-08-27 21:06:09,2018-08-27 21:06:18,9.240s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 21:06:09,2018-08-27 21:06:12,2.963s,PASSED
deleteAllCookies,Chrome 68.0.3440.106,,2018-08-27 21:06:12,2018-08-27 21:06:12,0.554s,PASSED
takeScreenshot,Chrome 68.0.3440.106,,2018-08-27 21:06:12,2018-08-27 21:06:13,0.266s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 21:06:13,2018-08-27 21:06:15,2.742s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-27 21:06:15,2018-08-27 21:06:17,1.151s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 21:06:17,2018-08-27 21:06:17,0.145s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 21:06:17,2018-08-27 21:06:17,0.113s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 21:06:17,2018-08-27 21:06:18,0.981s,PASSED
,,,,,,
Test Cases/DemoTest/CreateDE1_1,Chrome 68.0.3440.106,input data in textfield,2018-08-27 21:06:18,2018-08-27 21:06:29,10.751s,PASSED
Statement - Try,Chrome 68.0.3440.106,,2018-08-27 21:06:18,2018-08-27 21:06:28,10.334s,FAILED
Statement - Catch (Exception e),Chrome 68.0.3440.106,,2018-08-27 21:06:28,2018-08-27 21:06:29,0.114s,PASSED
Statement - Finally,Chrome 68.0.3440.106,,2018-08-27 21:06:29,2018-08-27 21:06:29,0.001s,PASSED
,,,,,,
Test Cases/DemoTest/Logoff,Chrome 68.0.3440.106,,2018-08-27 21:06:29,2018-08-27 21:06:29,0.156s,FAILED
click,Chrome 68.0.3440.106,,2018-08-27 21:06:29,2018-08-27 21:06:29,0.010s,FAILED
