Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoSuite1_1,Chrome 68.0.3440.106,,2018-08-27 18:02:04,2018-08-27 18:02:22,18.092s,PASSED
,,,,,,
Test Cases/DemoTest/Login,Chrome 68.0.3440.106,,2018-08-27 18:02:04,2018-08-27 18:02:13,9.310s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 18:02:04,2018-08-27 18:02:08,3.939s,PASSED
deleteAllCookies,Chrome 68.0.3440.106,,2018-08-27 18:02:08,2018-08-27 18:02:09,0.581s,PASSED
takeScreenshot,Chrome 68.0.3440.106,,2018-08-27 18:02:09,2018-08-27 18:02:09,0.310s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 18:02:09,2018-08-27 18:02:12,2.972s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 18:02:12,2018-08-27 18:02:12,0.244s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 18:02:12,2018-08-27 18:02:13,0.105s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 18:02:13,2018-08-27 18:02:13,0.928s,PASSED
,,,,,,
Test Cases/DemoTest/CreateDE1_1,Chrome 68.0.3440.106,input data in textfield,2018-08-27 18:02:13,2018-08-27 18:02:21,7.706s,PASSED
Statement - Try,Chrome 68.0.3440.106,,2018-08-27 18:02:14,2018-08-27 18:02:21,7.442s,PASSED
Statement - Catch (Exception e),Chrome 68.0.3440.106,,2018-08-27 18:02:21,2018-08-27 18:02:21,0.062s,PASSED
Statement - Finally,Chrome 68.0.3440.106,,2018-08-27 18:02:21,2018-08-27 18:02:21,0.001s,PASSED
