Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoSuite1_1,Chrome 68.0.3440.106,,2018-08-28 12:09:55,2018-08-28 12:10:42,47.814s,PASSED
,,,,,,
Test Cases/DemoTest/Login,Chrome 68.0.3440.106,,2018-08-28 12:09:55,2018-08-28 12:10:06,11.490s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-28 12:09:55,2018-08-28 12:09:59,4.129s,PASSED
deleteAllCookies,Chrome 68.0.3440.106,,2018-08-28 12:09:59,2018-08-28 12:10:00,1.042s,PASSED
takeScreenshot,Chrome 68.0.3440.106,,2018-08-28 12:10:00,2018-08-28 12:10:01,0.318s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-28 12:10:01,2018-08-28 12:10:04,3.357s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-28 12:10:04,2018-08-28 12:10:05,1.158s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-28 12:10:05,2018-08-28 12:10:05,0.285s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-28 12:10:05,2018-08-28 12:10:05,0.136s,PASSED
click,Chrome 68.0.3440.106,,2018-08-28 12:10:05,2018-08-28 12:10:06,0.850s,PASSED
,,,,,,
Test Cases/DemoTest/CreateDE1_1,Chrome 68.0.3440.106,input data in textfield,2018-08-28 12:10:06,2018-08-28 12:10:41,34.238s,PASSED
Statement - Try,Chrome 68.0.3440.106,,2018-08-28 12:10:07,2018-08-28 12:10:41,33.824s,PASSED
Statement - Finally,Chrome 68.0.3440.106,,2018-08-28 12:10:41,2018-08-28 12:10:41,0.016s,PASSED
,,,,,,
Test Cases/DemoTest/Logoff,Chrome 68.0.3440.106,,2018-08-28 12:10:41,2018-08-28 12:10:41,0.840s,PASSED
click,Chrome 68.0.3440.106,,2018-08-28 12:10:41,2018-08-28 12:10:41,0.726s,PASSED
